"id";"tgturl";"jsonfile";"pubdate"
"357";"https://yukpigi.com/ini-lho-7-tempat-ngopi-kekinian-di-surabaya.sfr";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"358";"https://gofood.co.id/bahasa/surabaya/sidoarjo-area-restaurants/coffee_shop?page=80";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"359";"https://tempatwisataunik.com/info-wisata/wisata-kuliner/cafe-unik-di-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"360";"https://www.tokopedia.com/garasikayusurabaya/set-meja-kursi-industrial-cafe-kekinian-si04-putih?whid=0";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"361";"https://surabaya.tribunnews.com/2020/03/06/nongkrong-di-riders-cafe-surabaya-gratis-kopi-dan-kue-bagi-yang-servis-motor";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"362";"https://www.olx.co.id/surabaya-kota_g4000216/q-cafe";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"363";"https://brisik.id/read/55254/fruts-cafe-kafe-kekinian-dengan-suasana-piknik";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"364";"https://surabaya.liputan6.com/read/4057313/4-kafe-asik-di-surabaya-untuk-yang-hobi-nongkrong";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"365";"http://best-hashtags.com/hashtag/cafekekinian/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"366";"https://brilicious.brilio.net/kuliner/10-kafe-hits-di-surabaya-ramah-kantong-mahasiswa-rp-20000-kenyang-1605270";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"367";"https://www.youtube.com/watch?v=uxQfBFYbOoU&vl=en";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"368";"https://www.reddoorz.com/blog/id/places-to-eat/tempat-nongkrong-di-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"369";"https://kopibara.id/do-cafe-satu-lagi-kafe-kekinian-di-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"370";"https://www.cekaja.com/info/tempat-nongkrong-favorit-di-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"371";"https://telusurindonesia.co/tempat-nongkrong-di-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"372";"https://www.pegipegi.com/travel/10-tempat-nongkrong-di-surabaya-yang-gaul-abis/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"373";"https://www.facebook.com/pages/category/Coffee-Shop/Kopi-Susu-Kekinian-112451956826457/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"374";"https://kreativv.com/travel/cafe-unik-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"375";"http://repository.unair.ac.id/68260/3/Fis.S.68.17%20.%20Hid.r%20-%20JURNAL.pdf";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"376";"https://fr.tripadvisor.ch/Restaurants-g297715-oa90-zfg9900-Surabaya_East_Java_Java";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"377";"https://www.instagram.com/deoak.sby/?hl=en";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"378";"https://www.puteramentari.com/sewa-mobil-surabaya-ke-cafe-pinus-yang-kekinian/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"379";"http://www.travelsurabayamalang.com/5-rekomendasi-tempat-ngopi-kekinian-yang-instagramable-di-kota-malang/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"380";"https://www.beerita.id/mini-tropikal-cafe-sehat-nan-kekinian/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"381";"https://www.kompasiana.com/sutiono/56f4f44cba93730d07d03aab/cafe-kudos-cafe-kekinian-di-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"382";"https://sewamobilvip.com/tempat-nongkrong-di-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"383";"https://takaitu.id/5-fakta-unik-cafe-library-omah-tua-1907-di-kota-surabaya-wajib-untuk-dikunjungi/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"384";"http://blog.ivacanza.co/cafe-di-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"385";"https://oesc.info/image-gallery/cafe-surabaya-timur";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"386";"https://www.timesindonesia.co.id/read/news/289896/menikmati-senja-di-garden-cafe-kateko-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"387";"https://merahputih.com/post/read/tempat-nongkrong-seru-di-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"388";"https://swara.tunaiku.com/gayahidup/jalan-jalan/10-cafe-kece-di-surabaya-yang-seru-untuk-nongkrong-bareng-sahabat";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"389";"http://www.katanieke.com/2019/11/kuliner-surabaya-konoiku-kafe-kopi";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"390";"https://www.traveloka.com/id-id/restaurants/indonesia/detail/artap-cafe-art-gallery-73710";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"391";"https://rumah.trovit.co.id/disewakan-surabaya-cocok-untuk-cafe";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"392";"https://vovicornersurabaya.wordpress.com/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"393";"https://foodnotestories.com/2017/02/04/remix-cafe-bibimbab-murah-enak-di-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"394";"https://www.actasurya.com/cafe-klasik-di-era-kekinian/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"395";"https://www.pustakajc.co/kuliner/view/8/gunoz-kafe-yang-elegan-untuk-nongkrong";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"396";"https://www.albertna.com/2018/03/gatherinc-cafe-instagramable-di-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"397";"https://endlessplay4.com/16-cafe-keren-dan-instagrammable-di-surabaya-yang-hemat-meriah-2/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"398";"https://blog.mamikos.com/7-tempat-ngopi-recommended-di-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"399";"https://www.gonews.co/berita/baca/2017/09/24/ini-lho-tempat-kopi-kekinian-di-surabaya-yang-harus-kamu-coba";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"400";"https://surabaya.bisnis.com/read/20191001/531/1154444/pertumbuhan-kafe-berbasis-kopi-jatim-mencapai-18-persen-setahun";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"401";"https://travelingyuk.com/kafe-keren-sidoarjo/35721";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"402";"http://www.julajuli.com/read/2016/04/14/16/7_Tempat_Ngeteh_di_Surabaya__Yuk_Dicoba!";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"403";"https://review.bukalapak.com/travel/tempat-ngopi-di-surabaya-106729";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"404";"https://www.qraved.com/journal/editors-pick/5-spot-dengan-live-music-seru-di-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"405";"https://today.line.me/id/pc/article/Mengintip+7+Kafe+Instagramable+yang+Ada+di+Surabaya-ZEOBPQ";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"406";"https://www.beautynesia.id/berita-travel/5-rekomendasi-kafe-di-surabaya-untuk-pecinta-kopi/b-112545";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"407";"https://www.bacareview.com/tag/cafe-kekinian-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"408";"http://www.foodsessive.xyz/7-tempat-nongkrong-cantik-harga-mahasiswa-di-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"409";"https://womantalk.com/lifehack/articles/surabaya-north-quay-tempat-nongkrong-kekinian-di-surabaya-Abw4N";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"410";"https://zetizen.jawapos.com/show/14647/belajar-sambil-nongkrong-di-5-co-working-space-kece-di-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"411";"https://cintaihidup.com/10-cafe-di-surabaya-paling-hits-dan-seru/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"412";"https://www.tripadvisor.ca/LocationPhotoDirectLink-g297715-d12884433-i280868714-Dotcom_Cafe-Surabaya_East_Java_Java";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"413";"https://www.sariwidiarti.com/2018/04/118-coffee-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"414";"https://id.openrice.com/en/surabaya/article/5-cafe-trending-di-surabaya-a2599";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"415";"https://jadiberita.com/88296/5-kafe-hits-surabaya-keren-dan-murah-meriah";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"416";"http://www.yummytraveler.com/2015/11/surabaya-kudos-cafe";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"417";"https://www.itrip.id/cafe-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"418";"https://magazine.job-like.com/cafe-dan-restoran-romantis-di-surabaya/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"419";"https://tempatwisataseru.com/tempat-nongkrong-di-medan-untuk-kongkow/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"420";"http://haus.co.id/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"421";"http://eyyf.parrocchiasangiuseppevasto.it/bo-dadakan-surabaya";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"422";"https://zonahitam.com/dari-gerobak-hingga-kedai-nikmatnya-dimsum-168-nganjuk/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"423";"https://borobudurholiday.com/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"424";"https://www.franchiseglobal.com/news-opportunities/";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"425";"https://jatim.antaranews.com/berita/430028/berwisata-di-kampung-madu-sumber-podang";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"426";"http://bmm.donneincanto-appiano.it/open-bo-bogor-kota";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"427";"https://ringtimesbanyuwangi.pikiran-rakyat.com/pariwisata/pr-17929134/3-rekomendasi-destinasi-wisata-di-pulau-bangka-wajib-kunjungi-bersama-keluarga";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"428";"https://waralabakan.com/info-id/profil/item/397-biografi-hary-tanoesoedibjo-pemilik-mnc-group-sosok-pengusaha-sukses-indonesia";"Cafe Kekinian di Surabaya-1604909616.json";NULL
"429";"https://www.tripadvisor.it/Restaurant_Review-g297715-d10086565-Reviews-Be_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"430";"https://www.tripadvisor.it/Restaurant_Review-g297715-d13823525-Reviews-OhGelato_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"431";"https://restaurants.accor.com/it/restaurant-6155_R004-coffee-cafe-surabaya.";"Cafe Surabaya-1604909623.json";NULL
"432";"https://it-it.facebook.com/pages/category/Cafe/Klik-Cafe-Surabaya-1375893315874222/photos/";"Cafe Surabaya-1604909623.json";NULL
"433";"https://www.agoda.com/it-it/hotels-near-ciputra-golf-resto-cafe/attractions/surabaya-id";"Cafe Surabaya-1604909623.json";NULL
"434";"https://www.amazon.it/Mauro-Ferretti-Srl-Tavolo-Surabaya/dp/B07G88HJX2";"Cafe Surabaya-1604909623.json";NULL
"435";"https://en.tripadvisor.com.hk/Restaurant_Review-g297715-d9797395-Reviews-Kudos_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"436";"https://www.bricobravo.com/tavolo-tavolino-quadrato-in-legno-beige-da-interno-industrial-caffe-surabaya";"Cafe Surabaya-1604909623.json";NULL
"437";"https://it.foursquare.com/v/lampu-kota-cafe/546b2c2d498e93a3825de5f3";"Cafe Surabaya-1604909623.json";NULL
"438";"https://www.igors-pastry.com/";"Cafe Surabaya-1604909623.json";NULL
"439";"https://indonesiaexpat.biz/featured/top-5-cafes-in-surabaya/";"Cafe Surabaya-1604909623.json";NULL
"440";"https://www.expedia.it/Surabaya.dx3294";"Cafe Surabaya-1604909623.json";NULL
"441";"https://www.instagram.com/arung.senja/";"Cafe Surabaya-1604909623.json";NULL
"442";"https://whatsnewindonesia.com/surabaya/instagram-worthy-cafe-in-surabaya/";"Cafe Surabaya-1604909623.json";NULL
"443";"https://www.arrivalguides.com/en/Travelguides/Asia/Indonesia/Surabaya/cafes";"Cafe Surabaya-1604909623.json";NULL
"444";"https://www.floradecor.it/prodotto/tavolo-da-caffe-surabaya-rettangolare_m2226r/";"Cafe Surabaya-1604909623.json";NULL
"445";"https://www.traveloka.com/en-id/restaurants/indonesia/city/surabaya-103570/type-cafe";"Cafe Surabaya-1604909623.json";NULL
"446";"https://www.tripadvisor.ca/Restaurant_Review-g297715-d3780898-Reviews-Stilrod_Cycling_Shop_and_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"447";"https://tourmountbromo.com/surabaya-10-best-cafes-for-brunch/";"Cafe Surabaya-1604909623.json";NULL
"448";"https://www.aosom.it/item/tavolo-da-caffe-surabaya-rett-cm-120x60x44~MF142026000R";"Cafe Surabaya-1604909623.json";NULL
"449";"https://www.tripadvisor.com.au/Restaurant_Review-g297715-d7709371-Reviews-Java_Net_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"450";"http://www.caturraespresso.com/";"Cafe Surabaya-1604909623.json";NULL
"451";"https://theculturetrip.com/asia/indonesia/articles/best-coffee-shops-cafes-surabaya-indonesia/";"Cafe Surabaya-1604909623.json";NULL
"452";"https://www.tripadvisor.com.sg/Restaurant_Review-g297715-d3605920-Reviews-TS_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"453";"https://www.harrishotels.com/en-US/Gubeng/Dining";"Cafe Surabaya-1604909623.json";NULL
"454";"https://www.treccani.it/enciclopedia/surabaya/";"Cafe Surabaya-1604909623.json";NULL
"455";"http://www.shangri-la.com/surabaya/shangrila/dining/";"Cafe Surabaya-1604909623.json";NULL
"456";"https://fr.tripadvisor.be/LocationPhotoDirectLink-g297715-d3613268-i327747699-Zona_Alam_Resto_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"457";"https://www.tripadvisor.co.id/Restaurants-g297715-c8-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"458";"https://myclubmarriott.com/en/restaurant-bars/kafe-bromo-sheraton-surabaya-hotel-towers";"Cafe Surabaya-1604909623.json";NULL
"459";"https://www.idntimes.com/food/dining-guide/reza-iqbal/10-kafe-kece-surabaya-bikin-nongkrong-makin-seru";"Cafe Surabaya-1604909623.json";NULL
"460";"https://www.naturdecor.it/prodotto/tavolo-da-caffe-surabaya-quadrato_m2226q/";"Cafe Surabaya-1604909623.json";NULL
"461";"https://therantingpanda.com/2018/12/22/snippets-where-and-what-to-eat-in-surabaya-cafes-and-warungs-to-check-out-including-ayam-goreng-president/";"Cafe Surabaya-1604909623.json";NULL
"462";"https://www.tripadvisor.in/Restaurant_Review-g297715-d6488331-Reviews-Excelso_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"463";"https://food.grab.com/id/en/restaurant/d-java-cafe-surabaya-sidosermo-delivery/6-CY4DENDJSADHKA";"Cafe Surabaya-1604909623.json";NULL
"464";"https://www.modalyssa.store/it/117406-tavolo-da-caffe-surabaya-quadrato-cm-55x55x44-8024609329623";"Cafe Surabaya-1604909623.json";NULL
"465";"https://www.tripadvisor.co.nz/ShowUserReviews-g297715-d3780898-r350946960-Stilrod_Cycling_Shop_and_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"466";"https://www.tripadvisor.ie/LocationPhotoDirectLink-g297715-d6488331-i127349092-Excelso_Cafe-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"467";"https://noachcafe.com/menu/";"Cafe Surabaya-1604909623.json";NULL
"468";"https://www.brightinternships.com/blog/must-visit-surabaya-cafe-budget";"Cafe Surabaya-1604909623.json";NULL
"469";"https://www.intiland.com/en/retail/surabaya/praxis/";"Cafe Surabaya-1604909623.json";NULL
"470";"https://surabaya.singgasanahotels.com/id/inspired/magazine/1134/5-cafe-dengan-konsep-unik-di-surabaya";"Cafe Surabaya-1604909623.json";NULL
"471";"https://www.tokopedia.com/find/seragam-cafe/c/surabaya";"Cafe Surabaya-1604909623.json";NULL
"472";"https://www.tripadvisor.com.my/Restaurant_Review-g297715-d1134382-Reviews-House_of_Sampoerna-Surabaya_East_Java_Java";"Cafe Surabaya-1604909623.json";NULL
"473";"https://www.youtube.com/watch?v=mZR5qj-V6Xs";"Cafe Surabaya-1604909623.json";NULL
"474";"https://joojourneys.wordpress.com/2017/08/24/the-growing-list-of-surabaya-cafes/";"Cafe Surabaya-1604909623.json";NULL
"475";"https://www.laurangelia.com/2016/11/the-matcha-cafe-surabaya-review";"Cafe Surabaya-1604909623.json";NULL
"476";"https://id-blog.zenrooms.com/12-cafe-keren-di-surabaya-untuk-nongkrong-bareng-teman-teman/";"Cafe Surabaya-1604909623.json";NULL
"477";"https://coconuts.co/jakarta/news/surabaya-cafe-giving-students-a-shot-at-online-learning-with-free-wi-fi-hot-tea/";"Cafe Surabaya-1604909623.json";NULL
"478";"https://surabayatravelagency.com/recommended-surabaya-cafes-to-hang-out-and-drink-coffee/";"Cafe Surabaya-1604909623.json";NULL
"479";"http://dining.indonesiatatler.com/features/14-cafes-in-surabaya-you-need-to-visit-the-next-time-you-re-in-town";"Cafe Surabaya-1604909623.json";NULL
"480";"https://www.pinterest.com/pin/362539838732450911/";"Cafe Surabaya-1604909623.json";NULL
"481";"https://id.pinterest.com/khusnulbita80686/cafe-kotaku/";"Cafe Surabaya-1604909623.json";NULL
"482";"https://www.mauroferretti.it/it/component/mdw/product/33680-tavolo-da-caffe-surabaya-rett-cm-120x60x44";"Cafe Surabaya-1604909623.json";NULL
"483";"https://travelingyuk.com/be-cafe-surabaya/226612";"Cafe Surabaya-1604909623.json";NULL
"484";"https://surabaya.bisnis.com/read/20180618/532/807273/jlajah-surabaya-lima-tempat-nongkrong-ramah-di-kantong";"Cafe Surabaya-1604909623.json";NULL
"485";"https://blog.airyrooms.com/kuliner/mau-ngopi-santai-di-surabaya-mampir-ke-cafe-ini-saja/";"Cafe Surabaya-1604909623.json";NULL
"486";"https://www.casaindonesia.com/article/read/3/2019/948/Ayo-Mampir-ke-15-Cafe-Asyik-Di-Surabaya-Ini";"Cafe Surabaya-1604909623.json";NULL
"487";"https://www.pegipegi.com/travel/8-tempat-nongkrong-instagenic-di-surabaya-yang-harus-kamu-coba/";"Cafe Surabaya-1604909623.json";NULL
"488";"https://blog.tripcetera.com/id/tempat-bukber-surabaya/";"Cafe Surabaya-1604909623.json";NULL
"489";"https://pergikuliner.com/restaurants/kudos-cafe-dukuh-pakis/menus";"Cafe Surabaya-1604909623.json";NULL
"490";"https://www.wyndhamsurabaya.com/";"Cafe Surabaya-1604909623.json";NULL
"491";"http://miner8.com/id/25721";"Cafe Surabaya-1604909623.json";NULL
"492";"https://tanameracoffee.com/";"Cafe Surabaya-1604909623.json";NULL
"493";"https://jatim.tribunnews.com/2019/04/23/video-berkonsep-kekinian-lumer-cafe-mengusung-tema-summer-vibes-untuk-gaet-generasi-milenial";"Cafe Surabaya-1604909623.json";NULL
"494";"http://myfunfoodiary.com/2016/10/surabaya-easy-tasty-brunch-we-love-at-kudos-cafe/";"Cafe Surabaya-1604909623.json";NULL
"495";"https://www.trippers.id/5-cafe-murah-di-surabaya-wajib-kamu-kunjungi-di-hari-weekend/";"Cafe Surabaya-1604909623.json";NULL
"496";"https://www.almergo.com/";"Cafe Surabaya-1604909623.json";NULL
"497";"https://mcdonalds.co.id/menu";"Cafe Surabaya-1604909623.json";NULL
"498";"https://books.google.it/books?id=yNwzDwAAQBAJ&pg=PA210&lpg=PA210&dq=Cafe+Surabaya&source=bl&ots=9VnDTa_HX4&sig=ACfU3U3h3GXPDIVIAD6DrUybKszrBXteWg&hl=it&sa=X&ved=2ahUKEwiH18SegvXsAhUKXa0KHTXBCUIQ6AEwZnoECAYQAg";"Cafe Surabaya-1604909623.json";NULL
"499";"https://wow.net.id/";"Cafe Surabaya-1604909623.json";NULL
"500";"https://books.google.it/books?id=uW2XV5i1OvYC&pg=PA241&lpg=PA241&dq=Cafe+Surabaya&source=bl&ots=3MVT8rdESI&sig=ACfU3U1GnxKFWutrHl2q7Ef_X-zybPMAqQ&hl=it&sa=X&ved=2ahUKEwiH18SegvXsAhUKXa0KHTXBCUIQ6AEwaHoECAgQAg";"Cafe Surabaya-1604909623.json";NULL
"501";"https://www.ayosurabaya.com/read/2020/11/09/4316/razia-kafe-di-sumenep-polisi-temukan-2-wanita-dan-6-pria-pesta-miras";"Cafe Surabaya-1604909623.json";NULL
"502";"https://books.google.it/books?id=dEEWAwAAQBAJ&pg=PT13&lpg=PT13&dq=Cafe+Surabaya&source=bl&ots=VZnTF1TnEW&sig=ACfU3U2WEh88l_GP2fhR7Vqo5lwPtzMtJQ&hl=it&sa=X&ved=2ahUKEwiH18SegvXsAhUKXa0KHTXBCUIQ6AEwanoECAUQAg";"Cafe Surabaya-1604909623.json";NULL
"503";"https://momokiro.com/cafe-di-surabaya/";"Cafe Surabaya-1604909623.json";NULL
"504";"https://tempatwisataseru.com/tempat-wisata-kuliner-surabaya/";"Cafe Surabaya-1604909623.json";NULL
"505";"http://boga.id/";"Cafe Surabaya-1604909623.json";NULL
"506";"http://store.anomalicoffee.com/content/7-store-locator";"Cafe Surabaya-1604909623.json";NULL
"507";"https://id.wikipedia.org/wiki/Arnold_Poernomo";"Cafe Surabaya-1604909623.json";NULL
"508";"http://hario.co.id/";"Cafe Surabaya-1604909623.json";NULL
"509";"https://books.google.it/books?id=hOVZAAAAcAAJ&pg=PA404&lpg=PA404&dq=Cafe+Surabaya&source=bl&ots=3p7dzhlfom&sig=ACfU3U0zRYPON7vl0QpTKAjgD3CY17Kj1g&hl=it&sa=X&ved=2ahUKEwiH18SegvXsAhUKXa0KHTXBCUIQ6AEwcnoECAcQAg";"Cafe Surabaya-1604909623.json";NULL
"510";"https://www.infocarfreeday.net/";"Car free day surabaya-1604909608.json";NULL
"511";"https://www.infocarfreeday.net/2020/08/22/kembali-zona-merah-cfd-surabaya-masih-diliburkan/";"Car free day surabaya-1604909608.json";NULL
"512";"https://www.tripadvisor.co.uk/LocationPhotoDirectLink-g297715-d651431-i99831735-Mercure_Surabaya-Surabaya_East_Java_Java";"Car free day surabaya-1604909608.json";NULL
"513";"https://surabaya.liputan6.com/read/4362043/pemkot-surabaya-tiadakan-car-free-day-hingga-2021";"Car free day surabaya-1604909608.json";NULL
"514";"https://www.tripadvisor.com/LocationPhotoDirectLink-g297715-d651431-i99831733-Mercure_Surabaya-Surabaya_East_Java_Java";"Car free day surabaya-1604909608.json";NULL
"515";"https://www.ayosurabaya.com/read/2020/06/29/2320/surabaya-belum-berani-gelar-kembali-cfd";"Car free day surabaya-1604909608.json";NULL
"516";"https://www.suarasurabaya.net/tag/car-free-day/";"Car free day surabaya-1604909608.json";NULL
"517";"https://www.rmoljatim.id/2020/03/14/cegah-penularan-corona-car-free-day-surabaya-ditiadakan";"Car free day surabaya-1604909608.json";NULL
"518";"https://en.tripadvisor.com.hk/LocationPhotoDirectLink-g297715-d3974881-i204945567-Bungkul_Park-Surabaya_East_Java_Java";"Car free day surabaya-1604909608.json";NULL
"519";"https://www.medcom.id/nasional/daerah/yKXAwE4N-car-free-day-di-surabaya-ditiadakan-sementara";"Car free day surabaya-1604909608.json";NULL
"520";"https://surabaya.tribunnews.com/2020/03/14/car-free-day-di-kota-surabaya-dihentikan-sementara-anggota-dewan-keputusan-tepat";"Car free day surabaya-1604909608.json";NULL
"521";"https://standplaatswereld.nl/the-car-free-day-in-surabaya-a-pro-environment-event/";"Car free day surabaya-1604909608.json";NULL
"522";"https://kumparan.com/beritaanaksurabaya/antisipasi-corona-pemkot-surabaya-tiadakan-car-free-day-1t1XTxt9MVT";"Car free day surabaya-1604909608.json";NULL
"523";"https://www.republika.co.id/berita/nasional/daerah/18/08/27/pe40mf368-10-tahun-berjalan-pemkot-surabaya-evaluasi-car-free-day";"Car free day surabaya-1604909608.json";NULL
"524";"https://www.voaindonesia.com/a/wali-kota-surabaya-keluarkan-perwali-larangan-car-free-day-/4390978";"Car free day surabaya-1604909608.json";NULL
"525";"https://www.pinterest.com/pin/444167581973820245/";"Car free day surabaya-1604909608.json";NULL
"526";"https://www.kitlv.nl/event/webinar-how-the-car-free-day-in-surabaya-has-become-a-carefree-day/";"Car free day surabaya-1604909608.json";NULL
"527";"http://kodim0832sbysel.blogspot.com/2016/06/car-free-day-surabaya-bersihkan-udara";"Car free day surabaya-1604909608.json";NULL
"528";"https://kabarsurabaya.com/ekonomi-dan-bisnis/bpjs-kesehatan-sosialisasikan-sistem-autodebet-di-car-free-day-surabaya/";"Car free day surabaya-1604909608.json";NULL
"529";"http://ininusantara.com/detailpost-1095-idul-fitri-car-free-day-surabaya-ditiadakan";"Car free day surabaya-1604909608.json";NULL
"530";"https://news.okezone.com/read/2016/05/29/519/1400556/tawuran-pecah-saat-car-free-day-di-surabaya";"Car free day surabaya-1604909608.json";NULL
"531";"https://www.jatimtimes.com/baca/168198/20180304/123618/emil-jadi-magnet-di-car-free-day-surabaya-juga-diwaduli-para-pedagang-dadakan";"Car free day surabaya-1604909608.json";NULL
"532";"https://moovitapp.com/index/in/Tranportasi_Umum-Car_Free_Day_Surabaya-Surabaya-site_79926000-4524";"Car free day surabaya-1604909608.json";NULL
"533";"https://www.mediasurabaya.com/2017/12/aparat-gabungan-amankan-jumat-car-free";"Car free day surabaya-1604909608.json";NULL
"534";"https://www.urbanasia.com/pertama-digelar-car-free-day-kembang-jepun-bakal-jadi-agenda-rutin-tahun-depan-U6477";"Car free day surabaya-1604909608.json";NULL
"535";"https://cakram.net/2020/03/car-free-day-di-surabaya-ditiadakan-cegah-penularan-virus-corona/";"Car free day surabaya-1604909608.json";NULL
"536";"https://polrestabessurabaya.com/main/artikel/baca/1446/polsek-wonokromo-laksanakan-pengamanan-kegiatan-car-free-day-di-taman-bungkul-surabaya-";"Car free day surabaya-1604909608.json";NULL
"537";"https://www.istockphoto.com/photo/surabaya-car-free-day-gm962227104-262791415";"Car free day surabaya-1604909608.json";NULL
"538";"https://www.youtube.com/watch?v=bGBBjE7dv9E";"Car free day surabaya-1604909608.json";NULL
"539";"https://rajawarta.com/lebaran-car-free-day-di-surabaya-ditiadakan/";"Car free day surabaya-1604909608.json";NULL
"540";"https://www.mediabidik.com/2020/09/pemkot-surabaya-tiadakan-car-free-day";"Car free day surabaya-1604909608.json";NULL
"541";"https://daerah.sindonews.com/artikel/jatim/26320/antisipasi-virus-corona-di-surabaya-car-free-day-ditiadakan?showpage=all";"Car free day surabaya-1604909608.json";NULL
"542";"https://www.thejakartapost.com/news/2015/12/19/air-quality-big-cities-improves-after-car-free-days";"Car free day surabaya-1604909608.json";NULL
"543";"https://www.kompasiana.com/posmedia/5a7f9e2edd0fa869d541ee52/petugas-pengamanan-car-free-day-surabaya-mengajak-warga-kota-stop-narkoba";"Car free day surabaya-1604909608.json";NULL
"544";"https://portalsurabaya.pikiran-rakyat.com/nasional/pr-22578699/dilarang-kongkow-berikut-32-lokasi-baru-pengganti-cfd-jakarta";"Car free day surabaya-1604909608.json";NULL
"545";"http://kominfo.jatimprov.go.id/read/umum/38134";"Car free day surabaya-1604909608.json";NULL
